  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-9.469 7.370 c22_55_c22_0431_0001
-9.468 5.211 c22_77_c22_0273_0001
-9.467 7.953 c22_11_c22_0794_0001
-9.465 3.118 c22_11_c22_0560_0001
-9.465 4.663 c22_55_c22_1211_0001
-9.464 7.747 c22_33_c22_0165_0001
-9.463 4.903 c22_88_c22_0181_0001
-9.462 4.630 c22_88_c22_0227_0001
-9.460 4.897 c22_55_c22_0976_0001
-9.459 4.027 c22_33_c22_1156_0001
-9.459 4.615 c22_66_c22_0989_0001
-9.459 5.261 c22_33_c22_0470_0001
-9.459 5.980 c22_66_c22_0325_0001
-9.455 2.431 c22_88_c22_0678_0001
-9.455 4.915 c22_33_c22_0587_0001
-9.454 5.205 c22_88_c22_0229_0001
-9.453 5.765 c22_22_c22_0956_0001
-9.451 6.112 c22_66_c22_1005_0001
-9.451 6.145 c22_66_c22_0431_0001
-9.446 7.156 c22_55_c22_0190_0001
-9.445 1.873 c22_22_c22_0675_0001
-9.445 4.997 c22_55_c22_0475_0001
-9.443 7.187 c22_11_c22_0418_0001
-9.442 5.425 c22_88_c22_0615_0001
-9.442 5.576 c22_66_c22_0181_0001
-9.438 3.242 c22_22_c22_0885_0001
-9.438 5.007 c22_33_c22_0496_0001
-9.437 4.337 c22_66_c22_0463_0001
-9.437 5.238 c22_55_c22_0122_0001
-9.437 6.965 c22_66_c22_1079_0001
-9.436 2.594 c22_66_c22_0336_0001
-9.435 5.321 c22_88_c22_0242_0001
-9.435 6.429 c22_66_c22_0782_0001
-9.434 5.941 c22_22_c22_0961_0001
-9.433 4.941 c22_55_c22_0001_0001
-9.431 6.543 c22_77_c22_1184_0001
-9.430 5.590 c22_66_c22_0389_0001
-9.430 6.690 c22_44_c22_0632_0001
-9.429 5.002 c22_88_c22_0196_0001
-9.428 6.713 c22_44_c22_0017_0001
-9.428 7.256 c22_55_c22_0766_0001
-9.427 2.905 c22_77_c22_0859_0001
-9.427 4.991 c22_88_c22_0836_0001
-9.427 5.256 c22_55_c22_0371_0001
-9.427 6.106 c22_11_c22_0065_0001
-9.425 6.643 c22_22_c22_0003_0001
-9.425 6.845 c22_11_c22_0684_0001
-9.423 2.748 c22_44_c22_1045_0001
-9.421 6.017 c22_55_c22_0194_0001
-9.420 4.681 c22_66_c22_1136_0001
-9.420 7.321 c22_33_c22_0902_0001
-9.420 8.940 c22_44_c22_1073_0001
-9.419 6.522 c22_44_c22_0868_0001
-9.417 3.986 c22_66_c22_0446_0001
-9.417 4.415 c22_22_c22_0843_0001
-9.417 4.738 c22_77_c22_0461_0001
-9.417 5.501 c22_44_c22_0783_0001
-9.417 6.054 c22_66_c22_0638_0001
-9.416 5.109 c22_11_c22_0377_0001
-9.416 7.049 c22_88_c22_0905_0001
-9.415 5.781 c22_55_c22_0359_0001
-9.414 3.601 c22_22_c22_0587_0001
-9.411 6.611 c22_22_c22_1248_0001
-9.410 3.647 c22_22_c22_1120_0001
-9.410 5.089 c22_66_c22_0049_0001
-9.408 2.216 c22_66_c22_0915_0001
-9.408 3.896 c22_11_c22_0788_0001
-9.407 2.395 c22_77_c22_0140_0001
-9.407 5.191 c22_55_c22_0524_0001
-9.406 5.720 c22_55_c22_1011_0001
-9.405 2.545 c22_44_c22_0503_0001
-9.405 5.945 c22_11_c22_0614_0001
-9.403 5.243 c22_66_c22_0514_0001
-9.401 5.800 c22_11_c22_0938_0001
-9.400 7.803 c22_88_c22_0258_0001
-9.398 3.946 c22_88_c22_0921_0001
-9.398 5.848 c22_22_c22_1217_0001
-9.397 1.859 c22_55_c22_0158_0001
-9.397 8.919 c22_33_c22_0680_0001
-9.396 4.566 c22_77_c22_0108_0001
-9.396 7.502 c22_77_c22_0159_0001
-9.394 6.454 c22_55_c22_0623_0001
-9.393 3.571 c22_22_c22_0693_0001
-9.393 5.284 c22_22_c22_0076_0001
-9.393 6.696 c22_11_c22_0567_0001
-9.393 7.126 c22_44_c22_1066_0001
-9.392 5.529 c22_55_c22_0238_0001
-9.392 5.846 c22_11_c22_0971_0001
-9.390 5.053 c22_55_c22_0461_0001
-9.389 6.390 c22_11_c22_0218_0001
-9.387 5.614 c22_22_c22_0244_0001
-9.385 5.198 c22_77_c22_0507_0001
-9.384 3.182 c22_66_c22_0226_0001
-9.384 6.742 c22_11_c22_0671_0001
-9.383 6.410 c22_44_c22_0337_0001
-9.383 7.510 c22_11_c22_1139_0001
-9.381 6.843 c22_22_c22_1211_0001
-9.379 3.352 c22_44_c22_0116_0001
-9.379 7.146 c22_22_c22_0439_0001
-9.378 4.212 c22_88_c22_0872_0001
-9.377 4.195 c22_66_c22_1183_0001
-9.376 3.468 c22_22_c22_0904_0001
-9.376 5.959 c22_55_c22_0729_0001
-9.375 5.333 c22_22_c22_0816_0001
-9.373 5.508 c22_11_c22_0113_0001
-9.372 3.197 c22_66_c22_0230_0001
-9.372 5.629 c22_77_c22_1181_0001
-9.371 5.064 c22_55_c22_0587_0001
-9.371 5.751 c22_88_c22_1035_0001
-9.370 4.859 c22_66_c22_0587_0001
-9.367 4.906 c22_66_c22_0341_0001
-9.367 5.755 c22_88_c22_0684_0001
-9.367 8.183 c22_22_c22_0980_0001
-9.366 6.443 c22_77_c22_0854_0001
-9.365 2.370 c22_77_c22_0654_0001
-9.365 3.863 c22_33_c22_0592_0001
-9.365 6.140 c22_22_c22_0126_0001
-9.364 7.239 c22_22_c22_0481_0001
-9.362 5.663 c22_88_c22_0702_0001
-9.362 6.381 c22_11_c22_0349_0001
-9.361 2.193 c22_44_c22_0593_0001
-9.360 2.693 c22_44_c22_0571_0001
-9.360 3.687 c22_11_c22_0834_0001
-9.360 7.183 c22_88_c22_0858_0001
-9.359 6.447 c22_22_c22_0585_0001
-9.358 3.169 c22_55_c22_0064_0001
-9.357 5.139 c22_55_c22_1122_0001
-9.355 5.804 c22_11_c22_0987_0001
-9.355 6.292 c22_77_c22_0706_0001
-9.354 2.525 c22_55_c22_0917_0001
-9.354 3.166 c22_88_c22_0850_0001
-9.354 7.011 c22_66_c22_0640_0001
-9.353 3.558 c22_33_c22_0253_0001
-9.352 5.681 c22_55_c22_0335_0001
-9.352 7.623 c22_33_c22_0709_0001
-9.351 5.438 c22_88_c22_0898_0001
-9.350 3.136 c22_33_c22_0248_0001
-9.350 5.093 c22_22_c22_0654_0001
-9.349 4.904 c22_77_c22_0879_0001
-9.347 2.414 c22_77_c22_0988_0001
-9.346 2.947 c22_66_c22_1226_0001
-9.346 5.525 c22_33_c22_0429_0001
-9.345 5.408 c22_55_c22_0338_0001
-9.343 5.219 c22_66_c22_0358_0001
-9.342 8.462 c22_66_c22_0113_0001
-9.341 2.520 c22_11_c22_0134_0001
-9.341 4.663 c22_44_c22_0214_0001
-9.341 6.363 c22_22_c22_0299_0001
-9.341 7.664 c22_33_c22_0703_0001
-9.340 3.745 c22_77_c22_1183_0001
-9.340 5.174 c22_66_c22_0986_0001
-9.340 5.533 c22_88_c22_0469_0001
-9.339 2.939 c22_66_c22_1202_0001
-9.338 5.100 c22_55_c22_0842_0001
-9.338 5.267 c22_66_c22_0455_0001
-9.337 3.884 c22_55_c22_1059_0001
-9.337 6.726 c22_44_c22_1166_0001
-9.337 7.411 c22_88_c22_1151_0001
-9.336 6.558 c22_33_c22_0027_0001
-9.335 3.002 c22_66_c22_1004_0001
-9.335 5.073 c22_55_c22_0242_0001
-9.334 2.588 c22_66_c22_0950_0001
-9.334 6.650 c22_22_c22_0140_0001
-9.333 6.827 c22_44_c22_1233_0001
-9.331 4.893 c22_88_c22_0616_0001
-9.330 6.492 c22_77_c22_1078_0001
-9.327 5.658 c22_11_c22_0219_0001
-9.327 6.296 c22_88_c22_1223_0001
-9.323 5.061 c22_55_c22_0250_0001
-9.321 4.422 c22_22_c22_0419_0001
-9.320 5.044 c22_22_c22_1039_0001
-9.319 5.580 c22_22_c22_0964_0001
-9.318 7.226 c22_55_c22_0300_0001
-9.317 3.862 c22_88_c22_0729_0001
-9.317 5.733 c22_66_c22_0261_0001
-9.317 6.484 c22_66_c22_0467_0001
-9.316 6.530 c22_33_c22_1106_0001
-9.316 7.092 c22_55_c22_1084_0001
-9.312 4.069 c22_55_c22_0323_0001
-9.312 5.745 c22_55_c22_0075_0001
-9.312 6.560 c22_66_c22_0947_0001
-9.310 5.330 c22_55_c22_1143_0001
-9.307 2.665 c22_55_c22_1169_0001
-9.307 4.341 c22_44_c22_1141_0001
-9.307 5.405 c22_66_c22_1244_0001
-9.306 6.460 c22_55_c22_0852_0001
-9.305 3.068 c22_22_c22_0153_0001
-9.304 6.552 c22_33_c22_0424_0001
-9.304 6.993 c22_11_c22_0711_0001
-9.303 5.369 c22_22_c22_1129_0001
-9.302 2.946 c22_55_c22_0975_0001
-9.302 6.788 c22_44_c22_0942_0001
-9.299 5.458 c22_55_c22_1114_0001
-9.298 2.267 c22_88_c22_0948_0001
-9.298 4.929 c22_77_c22_0100_0001
-9.298 5.353 c22_33_c22_0493_0001
-9.298 6.901 c22_11_c22_0675_0001
-9.298 9.006 c22_44_c22_0268_0001
-9.297 2.678 c22_88_c22_1170_0001
-9.296 4.668 c22_77_c22_1192_0001
-9.295 3.174 c22_22_c22_0157_0001
-9.294 4.657 c22_55_c22_0891_0001
-9.293 5.969 c22_88_c22_0082_0001
-9.291 5.829 c22_22_c22_0326_0001
-9.290 4.685 c22_11_c22_0300_0001
-9.290 4.729 c22_77_c22_0558_0001
-9.288 2.568 c22_88_c22_0351_0001
-9.288 5.542 c22_33_c22_0826_0001
-9.288 5.794 c22_66_c22_0855_0001
-9.288 6.697 c22_77_c22_0125_0001
-9.288 6.951 c22_66_c22_0536_0001
-9.285 3.290 c22_55_c22_0710_0001
-9.285 6.481 c22_55_c22_0445_0001
-9.285 7.139 c22_88_c22_1072_0001
-9.285 7.151 c22_33_c22_1216_0001
-9.284 7.500 c22_44_c22_0391_0001
-9.283 5.633 c22_55_c22_1168_0001
-9.283 6.358 c22_11_c22_0745_0001
-9.282 4.807 c22_11_c22_0942_0001
-9.282 5.057 c22_77_c22_1231_0001
-9.282 5.225 c22_66_c22_1100_0001
-9.281 1.905 c22_88_c22_0193_0001
-9.281 4.292 c22_22_c22_0012_0001
-9.281 5.801 c22_55_c22_1022_0001
-9.279 2.473 c22_33_c22_0314_0001
-9.279 5.266 c22_88_c22_0309_0001
-9.279 6.358 c22_77_c22_1156_0001
-9.278 3.208 c22_66_c22_0998_0001
-9.278 6.614 c22_77_c22_1153_0001
-9.277 6.250 c22_88_c22_0840_0001
-9.277 6.654 c22_11_c22_0838_0001
-9.275 7.003 c22_77_c22_0116_0001
-9.274 4.949 c22_77_c22_0864_0001
-9.272 2.404 c22_55_c22_0514_0001
-9.272 4.121 c22_66_c22_0367_0001
-9.272 4.147 c22_33_c22_1073_0001
-9.272 4.786 c22_77_c22_0422_0001
-9.272 5.527 c22_66_c22_0136_0001
-9.272 7.916 c22_77_c22_0920_0001
-9.271 5.369 c22_66_c22_0746_0001
-9.271 6.233 c22_88_c22_0084_0001
-9.271 7.185 c22_66_c22_0962_0001
-9.270 3.569 c22_55_c22_0350_0001
-9.270 7.115 c22_22_c22_0071_0001
-9.269 5.318 c22_88_c22_0515_0001
-9.269 7.306 c22_22_c22_0432_0001
-9.265 5.202 c22_66_c22_0721_0001
-9.265 6.326 c22_44_c22_0018_0001
-9.263 2.470 c22_66_c22_0186_0001
-9.263 3.041 c22_22_c22_0046_0001
-9.263 6.164 c22_66_c22_0976_0001
-9.263 6.792 c22_66_c22_1154_0001
-9.262 6.029 c22_88_c22_0161_0001
-9.261 4.334 c22_33_c22_1033_0001
-9.261 5.045 c22_44_c22_0955_0001
-9.261 6.165 c22_22_c22_0532_0001
-9.261 7.179 c22_11_c22_1229_0001
-9.261 7.788 c22_22_c22_0576_0001
-9.260 6.566 c22_11_c22_0351_0001
-9.259 4.023 c22_88_c22_0459_0001
-9.259 5.178 c22_88_c22_1003_0001
-9.259 6.629 c22_55_c22_0036_0001
-9.257 2.581 c22_88_c22_0963_0001
-9.257 4.305 c22_44_c22_0633_0001
-9.255 6.041 c22_11_c22_0754_0001
-9.254 3.315 c22_33_c22_0031_0001
-9.253 5.240 c22_44_c22_0659_0001
-9.253 5.637 c22_55_c22_0311_0001
-9.252 5.041 c22_77_c22_0968_0001
-9.252 6.146 c22_66_c22_1042_0001
-9.252 6.272 c22_33_c22_0808_0001
-9.250 6.430 c22_88_c22_0513_0001
-9.248 6.044 c22_66_c22_0632_0001
-9.248 7.003 c22_88_c22_1019_0001
-9.247 5.775 c22_55_c22_0395_0001
-9.246 7.512 c22_88_c22_1021_0001
-9.243 3.001 c22_88_c22_0211_0001
-9.241 5.059 c22_77_c22_1000_0001
-9.241 7.417 c22_22_c22_0243_0001
-9.240 3.286 c22_22_c22_0926_0001
-9.240 3.427 c22_33_c22_1109_0001
-9.240 5.978 c22_44_c22_0032_0001
-9.239 5.194 c22_66_c22_1083_0001
-9.239 7.308 c22_44_c22_0003_0001
-9.238 5.288 c22_33_c22_0324_0001
-9.238 6.541 c22_44_c22_0634_0001
-9.237 5.132 c22_11_c22_0150_0001
-9.237 6.217 c22_33_c22_0317_0001
-9.237 6.494 c22_55_c22_0087_0001
-9.235 5.177 c22_55_c22_0857_0001
-9.234 3.158 c22_11_c22_0408_0001
-9.233 4.881 c22_22_c22_0371_0001
-9.233 5.903 c22_22_c22_0256_0001
-9.232 6.617 c22_55_c22_0786_0001
-9.231 5.756 c22_11_c22_1021_0001
-9.230 6.035 c22_44_c22_0788_0001
-9.229 4.656 c22_88_c22_0005_0001
-9.229 7.062 c22_44_c22_0917_0001
-9.227 5.242 c22_55_c22_0668_0001
-9.227 5.286 c22_66_c22_0895_0001
-9.227 5.460 c22_22_c22_0749_0001
-9.226 6.174 c22_44_c22_1228_0001
-9.225 3.595 c22_44_c22_0583_0001
-9.223 2.466 c22_88_c22_1081_0001
-9.222 6.091 c22_66_c22_0143_0001
-9.221 4.432 c22_55_c22_0583_0001
-9.220 2.253 c22_77_c22_0614_0001
-9.220 4.152 c22_55_c22_0372_0001
-9.220 5.899 c22_66_c22_0781_0001
-9.219 4.437 c22_66_c22_0484_0001
-9.219 6.323 c22_55_c22_0393_0001
-9.218 3.879 c22_77_c22_0400_0001
-9.218 5.143 c22_66_c22_0356_0001
-9.218 5.202 c22_22_c22_1155_0001
-9.218 5.324 c22_33_c22_0321_0001
-9.217 7.459 c22_88_c22_0802_0001
-9.213 4.173 c22_44_c22_0717_0001
-9.213 5.564 c22_11_c22_0446_0001
-9.213 5.640 c22_77_c22_0016_0001
-9.213 6.694 c22_22_c22_0369_0001
-9.212 2.763 c22_66_c22_0067_0001
-9.212 6.571 c22_66_c22_0557_0001
-9.211 7.127 c22_88_c22_0646_0001
-9.211 7.354 c22_44_c22_0340_0001
-9.209 3.084 c22_66_c22_0936_0001
-9.208 5.796 c22_22_c22_0519_0001
-9.207 3.011 c22_77_c22_0378_0001
-9.207 6.653 c22_55_c22_0180_0001
-9.206 4.568 c22_55_c22_0830_0001
-9.206 4.946 c22_22_c22_1036_0001
-9.205 5.180 c22_66_c22_1139_0001
-9.205 5.215 c22_88_c22_0674_0001
-9.202 7.129 c22_11_c22_0279_0001
-9.200 4.284 c22_33_c22_0559_0001
-9.200 5.508 c22_33_c22_0391_0001
-9.198 5.837 c22_55_c22_0776_0001
-9.197 4.692 c22_33_c22_1047_0001
-9.196 5.135 c22_22_c22_1165_0001
-9.196 6.537 c22_33_c22_0702_0001
-9.194 3.855 c22_55_c22_0363_0001
-9.194 5.313 c22_33_c22_0107_0001
-9.194 7.170 c22_66_c22_0753_0001
-9.192 5.102 c22_66_c22_0315_0001
-9.191 2.788 c22_66_c22_0279_0001
-9.191 6.347 c22_88_c22_1159_0001
-9.191 6.494 c22_88_c22_0116_0001
-9.191 7.214 c22_11_c22_1151_0001
-9.190 2.887 c22_77_c22_0647_0001
-9.189 3.847 c22_55_c22_0258_0001
-9.189 5.718 c22_77_c22_0051_0001
-9.187 5.262 c22_22_c22_0017_0001
-9.186 5.112 c22_55_c22_0563_0001
-9.186 5.605 c22_44_c22_0515_0001
-9.185 4.901 c22_77_c22_0318_0001
-9.183 4.722 c22_55_c22_0470_0001
-9.182 4.320 c22_22_c22_0119_0001
-9.182 6.386 c22_77_c22_0020_0001
-9.181 4.950 c22_77_c22_0204_0001
-9.181 5.864 c22_22_c22_0322_0001
-9.177 3.869 c22_11_c22_0239_0001
-9.177 4.451 c22_11_c22_0810_0001
-9.177 4.882 c22_66_c22_0871_0001
-9.175 3.535 c22_22_c22_0091_0001
-9.175 6.964 c22_44_c22_0374_0001
-9.174 7.854 c22_33_c22_0640_0001
-9.174 8.504 c22_55_c22_0483_0001
-9.173 5.411 c22_44_c22_0889_0001
-9.172 6.081 c22_55_c22_0152_0001
-9.169 4.010 c22_88_c22_0766_0001
-9.168 5.938 c22_22_c22_0822_0001
-9.168 6.893 c22_11_c22_0459_0001
-9.167 4.707 c22_88_c22_0527_0001
-9.167 6.426 c22_44_c22_0290_0001
-9.167 7.127 c22_11_c22_0637_0001
-9.166 4.771 c22_77_c22_0544_0001
-9.166 5.585 c22_88_c22_0296_0001
-9.163 6.565 c22_55_c22_1062_0001
-9.162 2.572 c22_66_c22_0846_0001
-9.162 5.270 c22_77_c22_1177_0001
-9.159 3.483 c22_22_c22_0695_0001
-9.159 3.990 c22_77_c22_0715_0001
-9.159 6.686 c22_77_c22_0883_0001
-9.159 6.700 c22_11_c22_1064_0001
-9.159 7.490 c22_33_c22_1084_0001
-9.155 3.149 c22_77_c22_0609_0001
-9.155 3.790 c22_44_c22_0255_0001
-9.153 4.644 c22_66_c22_0544_0001
-9.152 6.752 c22_11_c22_1072_0001
-9.151 5.043 c22_55_c22_0141_0001
-9.151 5.400 c22_11_c22_0899_0001
-9.151 8.131 c22_33_c22_0892_0001
-9.150 3.755 c22_11_c22_0764_0001
-9.149 4.690 c22_77_c22_0138_0001
-9.149 5.082 c22_55_c22_0291_0001
-9.148 4.951 c22_66_c22_0997_0001
-9.147 4.998 c22_11_c22_0995_0001
-9.147 5.164 c22_66_c22_0057_0001
-9.146 6.645 c22_55_c22_0014_0001
-9.145 4.588 c22_11_c22_0151_0001
-9.144 3.348 c22_33_c22_0455_0001
-9.144 4.467 c22_22_c22_0544_0001
-9.143 4.157 c22_66_c22_0399_0001
-9.143 5.230 c22_33_c22_0312_0001
-9.143 5.904 c22_11_c22_0636_0001
-9.141 3.226 c22_66_c22_0949_0001
-9.140 4.166 c22_88_c22_1050_0001
-9.139 3.706 c22_88_c22_0018_0001
-9.139 5.511 c22_88_c22_0994_0001
-9.136 8.626 c22_77_c22_1111_0001
-9.135 6.208 c22_44_c22_0089_0001
-9.135 6.382 c22_88_c22_1082_0001
-9.135 7.983 c22_33_c22_0310_0001
-9.134 5.384 c22_77_c22_0791_0001
-9.133 2.882 c22_88_c22_0722_0001
-9.133 4.729 c22_77_c22_0492_0001
-9.132 5.340 c22_88_c22_0536_0001
-9.132 6.627 c22_88_c22_0579_0001
-9.131 6.813 c22_88_c22_0386_0001
-9.127 5.819 c22_11_c22_1082_0001
-9.126 5.371 c22_11_c22_0540_0001
-9.124 3.704 c22_77_c22_0408_0001
-9.124 3.723 c22_44_c22_0507_0001
-9.124 7.378 c22_33_c22_0841_0001
-9.123 5.099 c22_11_c22_0280_0001
-9.121 2.918 c22_66_c22_0706_0001
-9.119 6.853 c22_44_c22_1054_0001
-9.118 6.193 c22_55_c22_0162_0001
-9.118 6.446 c22_88_c22_0045_0001
-9.118 6.788 c22_66_c22_0040_0001
-9.117 4.001 c22_88_c22_0085_0001
-9.117 5.455 c22_22_c22_0887_0001
-9.117 6.583 c22_33_c22_0649_0001
-9.116 5.515 c22_55_c22_0611_0001
-9.115 5.597 c22_88_c22_0798_0001
-9.114 5.868 c22_11_c22_0395_0001
-9.113 5.492 c22_77_c22_0148_0001
-9.113 5.556 c22_44_c22_1096_0001
-9.113 5.693 c22_55_c22_0519_0001
-9.113 5.919 c22_88_c22_0165_0001
-9.111 5.174 c22_22_c22_1038_0001
-9.111 6.266 c22_55_c22_0953_0001
-9.110 5.982 c22_33_c22_0385_0001
-9.109 3.888 c22_66_c22_0272_0001
-9.109 4.185 c22_66_c22_0791_0001
-9.109 6.325 c22_55_c22_0138_0001
-9.105 7.809 c22_88_c22_1088_0001
-9.104 5.158 c22_77_c22_0874_0001
-9.100 5.429 c22_77_c22_0824_0001
-9.100 5.569 c22_55_c22_0618_0001
-9.100 8.574 c22_66_c22_0645_0001
-9.099 5.535 c22_22_c22_0673_0001
-9.098 3.594 c22_44_c22_0442_0001
-9.096 2.330 c22_66_c22_0471_0001
-9.093 5.045 c22_77_c22_0418_0001
-9.093 5.069 c22_55_c22_0595_0001
-9.091 3.865 c22_44_c22_0086_0001
-9.091 5.230 c22_11_c22_0906_0001
-9.089 6.885 c22_66_c22_0210_0001
-9.087 6.505 c22_33_c22_0329_0001
-9.087 6.848 c22_11_c22_0098_0001
-9.086 2.718 c22_11_c22_1157_0001
-9.085 6.253 c22_88_c22_0852_0001
-9.084 3.017 c22_44_c22_0250_0001
-9.084 3.518 c22_44_c22_0669_0001
-9.084 6.463 c22_11_c22_0510_0001
-9.084 6.639 c22_77_c22_0939_0001
-9.083 5.017 c22_66_c22_0224_0001
-9.082 5.149 c22_22_c22_1079_0001
-9.080 3.441 c22_55_c22_1066_0001
-9.080 5.799 c22_33_c22_0501_0001
-9.080 7.843 c22_22_c22_0815_0001
-9.079 2.694 c22_88_c22_0612_0001
-9.079 3.713 c22_33_c22_0585_0001
-9.079 5.047 c22_55_c22_0609_0001
-9.079 6.224 c22_44_c22_0995_0001
-9.078 2.787 c22_88_c22_0215_0001
-9.078 6.239 c22_88_c22_0123_0001
-9.077 2.746 c22_88_c22_0773_0001
-9.077 5.508 c22_66_c22_1172_0001
-9.076 5.668 c22_33_c22_1064_0001
-9.074 7.606 c22_22_c22_0337_0001
-9.072 2.605 c22_55_c22_0639_0001
-9.071 5.529 c22_88_c22_0173_0001
-9.071 6.156 c22_55_c22_0886_0001
-9.070 7.591 c22_33_c22_0052_0001
-9.069 5.539 c22_11_c22_0323_0001
-9.069 7.896 c22_55_c22_0113_0001
-9.067 5.409 c22_77_c22_0117_0001
-9.067 7.479 c22_44_c22_0527_0001
-9.066 5.603 c22_33_c22_0897_0001
-9.065 6.667 c22_88_c22_0009_0001
-9.064 2.182 c22_88_c22_0367_0001
-9.064 5.206 c22_77_c22_1232_0001
-9.063 5.257 c22_44_c22_0101_0001
-9.063 7.450 c22_88_c22_0860_0001
-9.063 8.464 c22_77_c22_0616_0001
-9.061 5.554 c22_44_c22_0331_0001
-9.060 5.811 c22_88_c22_0397_0001
-9.060 5.895 c22_33_c22_1187_0001
-9.059 7.105 c22_66_c22_1207_0001
-9.059 8.072 c22_22_c22_1083_0001
-9.058 3.753 c22_77_c22_0767_0001
-9.058 4.818 c22_22_c22_0578_0001
-9.056 3.833 c22_33_c22_1119_0001
-9.056 5.777 c22_44_c22_0625_0001
-9.056 6.142 c22_55_c22_0092_0001
-9.055 4.404 c22_55_c22_0104_0001
-9.055 5.577 c22_44_c22_0516_0001
-9.054 6.782 c22_88_c22_0671_0001
-9.053 5.604 c22_55_c22_0008_0001
-9.053 6.941 c22_55_c22_0246_0001
-9.050 6.186 c22_77_c22_0983_0001
-9.049 2.795 c22_88_c22_1121_0001
-9.049 6.738 c22_33_c22_1104_0001
-9.049 7.304 c22_66_c22_1031_0001
-9.048 4.928 c22_22_c22_0186_0001
-9.046 6.616 c22_22_c22_1240_0001
-9.046 8.600 c22_77_c22_1146_0001
-9.044 5.147 c22_11_c22_0537_0001
-9.044 5.855 c22_88_c22_0022_0001
-9.044 8.337 c22_66_c22_0462_0001
-9.043 8.190 c22_33_c22_1223_0001
-9.040 5.805 c22_44_c22_1024_0001
-9.039 5.692 c22_88_c22_0390_0001
-9.037 4.933 c22_88_c22_0383_0001
-9.037 6.265 c22_77_c22_0004_0001
-9.036 3.597 c22_88_c22_0795_0001
-9.036 5.510 c22_77_c22_0721_0001
-9.036 7.191 c22_55_c22_0476_0001
-9.034 5.473 c22_55_c22_0195_0001
-9.034 6.973 c22_11_c22_1022_0001
-9.031 6.559 c22_55_c22_0159_0001
-9.031 6.814 c22_33_c22_0442_0001
-9.029 7.229 c22_11_c22_0606_0001
-9.028 7.307 c22_22_c22_0543_0001
-9.027 6.221 c22_33_c22_0683_0001
-9.026 6.271 c22_11_c22_0729_0001
-9.025 4.819 c22_22_c22_0356_0001
-9.025 6.139 c22_22_c22_0156_0001
-9.022 3.741 c22_88_c22_1247_0001
-9.022 6.089 c22_33_c22_0536_0001
-9.021 7.304 c22_44_c22_0474_0001
-9.020 3.202 c22_22_c22_0818_0001
-9.020 5.156 c22_33_c22_0033_0001
-9.019 5.266 c22_77_c22_0517_0001
-9.017 4.205 c22_88_c22_1077_0001
-9.017 4.611 c22_22_c22_0616_0001
-9.017 5.389 c22_88_c22_0708_0001
-9.016 2.502 c22_77_c22_0203_0001
-9.016 5.210 c22_66_c22_1249_0001
-9.013 2.113 c22_44_c22_0938_0001
-9.013 4.881 c22_66_c22_1187_0001
-9.012 5.402 c22_33_c22_0484_0001
-9.012 7.181 c22_11_c22_0654_0001
-9.011 5.589 c22_88_c22_0519_0001
-9.010 3.545 c22_88_c22_0619_0001
-9.010 5.129 c22_77_c22_0417_0001
-9.010 5.237 c22_88_c22_1047_0001
-9.009 5.829 c22_11_c22_0718_0001
-9.006 4.870 c22_77_c22_1175_0001
-9.005 3.999 c22_88_c22_0008_0001
-9.003 5.896 c22_77_c22_0254_0001
-9.003 8.765 c22_77_c22_0934_0001
-9.002 2.817 c22_55_c22_1209_0001
-9.001 6.616 c22_22_c22_0440_0001
-8.997 5.180 c22_66_c22_0814_0001
-8.997 6.983 c22_44_c22_0832_0001
-8.994 6.232 c22_88_c22_0649_0001
-8.993 6.244 c22_88_c22_1026_0001
-8.992 2.392 c22_77_c22_1229_0001
-8.992 6.188 c22_66_c22_0834_0001
-8.991 2.492 c22_88_c22_0941_0001
-8.991 6.318 c22_22_c22_0723_0001
-8.990 4.281 c22_66_c22_0542_0001
-8.990 7.948 c22_22_c22_0652_0001
-8.989 5.500 c22_33_c22_0615_0001
-8.989 7.161 c22_22_c22_1170_0001
-8.989 8.827 c22_44_c22_0662_0001
-8.988 5.378 c22_44_c22_0668_0001
-8.987 6.710 c22_66_c22_1215_0001
-8.986 7.170 c22_66_c22_0465_0001
-8.986 7.855 c22_88_c22_0543_0001
-8.984 6.693 c22_77_c22_1120_0001
-8.983 5.833 c22_11_c22_0776_0001
-8.982 4.122 c22_33_c22_0717_0001
-8.982 4.714 c22_33_c22_0070_0001
-8.982 5.839 c22_66_c22_0361_0001
-8.980 6.723 c22_88_c22_0431_0001
-8.979 5.322 c22_33_c22_0564_0001
-8.979 5.437 c22_22_c22_1097_0001
-8.978 3.769 c22_77_c22_0834_0001
-8.978 5.509 c22_88_c22_1095_0001
-8.975 5.300 c22_44_c22_1239_0001
-8.975 6.185 c22_88_c22_0162_0001
-8.974 4.445 c22_66_c22_0844_0001
-8.974 7.917 c22_66_c22_0690_0001
-8.972 5.054 c22_44_c22_0670_0001
-8.972 5.296 c22_11_c22_0069_0001
-8.972 5.344 c22_22_c22_1183_0001
-8.972 7.730 c22_66_c22_0692_0001
-8.969 4.520 c22_55_c22_0222_0001
-8.967 6.847 c22_44_c22_0285_0001
-8.967 7.720 c22_55_c22_0785_0001
-8.966 5.532 c22_66_c22_0150_0001
-8.964 6.162 c22_22_c22_0606_0001
-8.963 5.478 c22_66_c22_0145_0001
-8.963 6.976 c22_44_c22_0113_0001
